Entrée,partie du discours,Terme relié,partie du discours,relation
consommer,VV,gaspiller,VV,HYP
consommer,VV,produire,VV,ANTI
constructeur,NN,fabricant,NN,QSYN
conséquence,NN,répercussion,NN,QSYN
conséquence,NN,impact,NN,QSYN
conséquence,NN,incidence,NN,QSYN
conséquence,NN,effet,NN,QSYN
contamination,NN,acidification,NN,QSYN
contamination,NN,contaminer,VV,DRV
contamination,NN,pollution,NN,QSYN
contaminer,VV,contamination,NN,DRV
contaminer,VV,polluer,VV,QSYN
continent,NN,zone,NN,HYP
continent,NN,océan,NN,ANTI
conversion,NN,convertir,VV,DRV
conversion,NN,transformation,NN,QSYN
convertir,VV,transformer,VV,QSYN
convertir,VV,conversion,NN,DRV
couvert,NN,couverture,NN,QSYN
couvert,NN,manteau,NN,QSYN
couverture,NN,couvert,NN,QSYN
couverture,NN,manteau,NN,QSYN
covoiturage,NN,autopartage,NN,QSYN
croissance,NN,hausse,NN,QSYN
croissance,NN,augmentation,NN,QSYN
croissance,NN,développement,NN,QSYN
croissance,NN,accroissement,NN,QSYN
croissance,NN,diminution,NN,ANTI
croissance,NN,croître,VV,DRV
croissance,NN,décroissance,NN,ANTI
croissance,NN,baisse,NN,ANTI
croûte,NN,manteau,NN,QSYN
cultivateur,NN,agriculteur,NN,HYP
cultiver,VV,planter,VV,QSYN
cultiver,VV,culture,NN,DRV
cultiver,VV,élever,VV,QSYN
culture,NN,plantation,NN,QSYN
culture,NN,agriculture,NN,HYP
culture,NN,rizière,NN,HYP
culture,NN,cultiver,VV,DRV
culture,NN,activité,NN,HYP
culture,NN,élevage,NN,QSYN
cyclone,NN,événement,NN,HYP
cyclone,NN,tempête,NN,HYP
cyclone,NN,tornade,NN,QSYN
cyclone,NN,ouragan,NN,QSYN
côte,NN,côtier,JJ,DRV
côte,NN,littoral,NN,QSYN
delta,NN,écosystème,NN,HYP
diesel,NN,carburant,NN,HYP
diesel,NN,gazole,NN,QSYN
diesel,NN,essence,NN,QSYN
diminuer,VV,réduire,VV,QSYN
diminuer,VV,diminution,NN,DRV
diminuer,VV,élever,VV,ANTI
diminuer,VV,limiter,VV,QSYN
diminuer,VV,baisser,VV,QSYN
diminuer,VV,augmenter,VV,ANTI
diminution,NN,croissance,NN,ANTI
diminution,NN,hausse,NN,ANTI
diminution,NN,diminuer,VV,DRV
diminution,NN,augmentation,NN,ANTI
diminution,NN,raréfaction,NN,QSYN
diminution,NN,baisse,NN,QSYN
disparaître,VV,éteindre,VV,QSYN
disparition,NN,déclin,NN,QSYN
disparition,NN,perte,NN,QSYN
disparition,NN,extinction,NN,QSYN
distance,NN,parcours,NN,QSYN
distance,NN,trajet,NN,QSYN
distance,NN,itinéraire,NN,QSYN
diversité,NN,biodiversité,NN,HYP
diversité,NN,biocénose,NN,QSYN
durable,JJ,rationnel,JJ,QSYN
déboisement,NN,déforestation,NN,QSYN
déboisement,NN,déboiser,VV,DRV
déboisement,NN,dégradation,NN,QSYN
déboisement,NN,défrichement,NN,QSYN
déboisement,NN,boisement,NN,ANTI
déboisement,NN,reboisement,NN,ANTI
déboiser,VV,déboisement,NN,DRV
déboiser,VV,défricher,VV,QSYN
déboiser,VV,reboiser,VV,ANTI
déboiser,VV,boiser,VV,ANTI
décharge,NN,charge,NN,ANTI
décharge,NN,décharger,VV,DRV
décharge,NN,recharge,NN,ANTI
décharger,VV,charger,VV,ANTI
décharger,VV,recharger,VV,ANTI
déchets,NN,encombrant,NN,QSYN
décomposer,VV,dégrader,VV,QSYN
décomposer,VV,décomposition,NN,DRV
décomposition,NN,décomposer,VV,DRV
défrichement,NN,déboisement,NN,QSYN
défrichement,NN,défrichage,NN,QSYN
défricher,VV,déboiser,VV,QSYN
défricher,VV,défrichement,NN,DRV
dégel,NN,recul,NN,QSYN
dégel,NN,gel,NN,ANTI
dégel,NN,fonte,NN,QSYN
dégradation,NN,sécheresse,NN,QSYN
dégradation,NN,désertification,NN,QSYN
dégradation,NN,dégrader,VV,DRV
dégradation,NN,détérioration,NN,QSYN
dégradation,NN,érosion,NN,QSYN
dégradation,NN,catastrophe,NN,QSYN
dégrader,VV,dégradation,NN,DRV
dégrader,VV,décomposer,VV,QSYN
dégrader,VV,détériorer,VV,QSYN
démarrage,NN,arrêt,NN,ANTI
démarrage,NN,démarrer,VV,DRV
démarrer,VV,arrêter,VV,ANTI
démarrer,VV,démarrage,NN,DRV
déplacement,NN,parcours,NN,QSYN
déplacement,NN,déplacer,VV,DRV
déplacement,NN,trajet,NN,QSYN
déplacement,NN,transport,NN,ANTI
déplacement,NN,voyage,NN,QSYN
déplacer,VV,migrer,VV,QSYN
déplacer,VV,transporter,VV,ANTI
déplacer,VV,déplacement,NN,DRV
déplacer,VV,voyager,VV,QSYN
dérèglement,NN,fluctuation,NN,QSYN
dérèglement,NN,perturbation,NN,QSYN
dérèglement,NN,altération,NN,QSYN
dérèglement,NN,changement,NN,QSYN
désertification,NN,dégradation,NN,QSYN
désertification,NN,sécheresse,NN,QSYN
désertification,NN,catastrophe,NN,QSYN
désertification,NN,érosion,NN,QSYN
détérioration,NN,dégradation,NN,QSYN
détérioration,NN,détériorer,VV,DRV
détériorer,VV,endommager,VV,QSYN
détériorer,VV,dégrader,VV,QSYN
détériorer,VV,détérioration,NN,DRV
développement,NN,croissance,NN,QSYN
développement,NN,industrialisation,NN,QSYN
développement,NN,urbanisation,NN,QSYN
développé,JJ,riche,JJ,QSYN
déversement,NN,catastrophe,NN,HYP
déversement,NN,rejet,NN,QSYN
déverser,VV,déversement,NN,DRV
déverser,VV,jeter,VV,QSYN
déverser,VV,couler,VV,QSYN
eau,NN,air,NN,ANTI
eau,NN,terre,NN,ANTI
effet,NN,empreinte,NN,QSYN
effet,NN,incidence,NN,QSYN
effet,NN,rétroaction,NN,QSYN
effet,NN,répercussion,NN,QSYN
effet,NN,impact,NN,QSYN
emballage,NN,emballer,VV,DRV
embarquer,VV,intégrer,VV,QSYN
emmagasiner,VV,stocker,VV,QSYN
empreinte,NN,répercussion,NN,QSYN
empreinte,NN,impact,NN,QSYN
empreinte,NN,effet,NN,QSYN
emprisonner,VV,piéger,VV,QSYN
emprisonner,VV,absorber,VV,QSYN
endommager,VV,dégrader,VV,QSYN
endommager,VV,détériorer,VV,QSYN
enfouir,VV,éliminer,VV,QSYN
enfouir,VV,récupérer,VV,ANTI
enfouir,VV,enfouissement,NN,DRV
enfouissement,NN,enfouir,VV,DRV
enfouissement,NN,élimination,NN,QSYN
enfouissement,NN,récupération,NN,ANTI
environnement,NN,écosystème,NN,QSYN
environnement,NN,milieu,NN,QSYN
environnement,NN,écologie,NN,QSYN
environnement,NN,environnemental,JJ,DRV
environnemental,JJ,écologique,JJ,QSYN
environnemental,JJ,propre,JJ,QSYN
environnemental,JJ,environnement,NN,DRV
environnemental,JJ,vert,JJ,QSYN
environnemental,JJ,polluant,JJ,ANTI
essence,NN,diesel,NN,QSYN
essence,NN,carburant,NN,HYP
estimation,NN,estimer,VV,DRV
estimer,VV,estimation,NN,DRV
estimer,VV,calculer,VV,QSYN
estimer,VV,évaluer,VV,QSYN
eutrophisation,NN,pollution,NN,QSYN
eutrophisation,NN,phénomène,NN,HYP
eutrophisation,NN,dégradation,NN,QSYN
eutrophisation,NN,acidification,NN,QSYN
exploitation,NN,exploiter,VV,DRV
exploitation,NN,surexploitation,NN,HYP
exploiter,VV,surexploiter,VV,HYP
exploiter,VV,exploitation,NN,DRV
extinction,NN,éteindre,VV,DRV
extinction,NN,disparition,NN,QSYN
extinction,NN,perte,NN,QSYN
extraction,NN,extraire,VV,DRV
extraire,VV,extraction,NN,DRV
faune,NN,flore,NN,ANTI
ferroviaire,JJ,routier,JJ,QSYN
ferroviaire,JJ,ferré,JJ,QSYN
ferré,JJ,ferroviaire,JJ,QSYN
feu,NN,incendie,NN,QSYN
feu,NN,événement,NN,HYP
feu,NN,catastrophe,NN,HYP
fixation,NN,piégeage,NN,QSYN
fixation,NN,fixer,VV,DRV
fixation,NN,séquestration,NN,QSYN
flore,NN,végétation,NN,QSYN
flore,NN,faune,NN,ANTI
flotte,NN,parc,NN,QSYN
fluctuation,NN,perturbation,NN,QSYN
fluctuation,NN,changement,NN,QSYN
fluctuation,NN,variation,NN,QSYN
fluctuation,NN,dérèglement,NN,QSYN
fondre,VV,fonte,NN,DRV
fondre,VV,reculer,VV,QSYN
fondre,VV,geler,VV,ANTI
fonte,NN,fondre,VV,DRV
fonte,NN,gel,NN,ANTI
fonte,NN,dégel,NN,QSYN
fonte,NN,recul,NN,QSYN
forçage,NN,perturbation,NN,QSYN
forêt,NN,bois,NN,QSYN
forêt,NN,écosystème,NN,HYP
forêt,NN,forestier,JJ,DRV
fossile,JJ,renouvelable,JJ,ANTI
fragile,JJ,sensible,JJ,QSYN
fragile,JJ,vulnérable,JJ,QSYN
fragmentation,NN,fragmenter,VV,DRV
frais,JJ,froid,JJ,QSYN
freiner,VV,ralentir,VV,QSYN
freiner,VV,accélérer,VV,ANTI
froid,JJ,chaud,JJ,ANTI
froid,JJ,frais,JJ,QSYN
gaspillage,NN,surconsommation,NN,QSYN
gaz,NN,charbon,NN,QSYN
gaz,NN,méthane,NN,HYP
gaz,NN,pétrole,NN,QSYN
gaz,NN,gazier,JJ,DRV
gaz,NN,carbone,NN,HYP
gaz,NN,polluant,NN,HYP
gaz,NN,combustible,NN,HYP
gazier,JJ,gaz,NN,DRV
gazier,JJ,pétrolier,JJ,QSYN
gel,NN,geler,VV,DRV
gel,NN,dégel,NN,ANTI
gel,NN,fonte,NN,ANTI
gel,NN,phénomène,NN,HYP
geler,VV,fondre,VV,ANTI
geler,VV,gel,NN,DRV
gestion,NN,gérer,VV,DRV
gisement,NN,réserve,NN,QSYN
glace,NN,neige,NN,QSYN
glacier,NN,glace,NN,QSYN
glacier,NN,glaciaire,JJ,DRV
global,JJ,local,JJ,ANTI
global,JJ,mondial,JJ,QSYN
global,JJ,planétaire,JJ,QSYN
global,JJ,régional,JJ,ANTI
globe,NN,planète,NN,QSYN
globe,NN,monde,NN,QSYN
géothermie,NN,géothermique,JJ,DRV
géothermique,JJ,géothermie,NN,DRV
gérer,VV,gestion,NN,DRV
habitat,NN,milieu,NN,QSYN
habitat,NN,biotope,NN,QSYN
homme,NN,nature,NN,ANTI
homme,NN,humain,JJ,DRV
humain,JJ,naturel,JJ,ANTI
humain,JJ,anthropique,JJ,QSYN
humain,NN,homme,NN,QSYN
humide,JJ,tourbeux,JJ,QSYN
humide,JJ,sec,JJ,ANTI
humide,JJ,humidité,NN,DRV
hydrocarbure,NN,charbon,NN,HYP
hydrocarbure,NN,pétrole,NN,HYP
hydrogène,NN,carburant,NN,HYP
hydrogène,NN,h,NN,QSYN
hydrologique,JJ,eau,NN,DRV
hydroélectricité,NN,électricité,NN,HYP
hydroélectricité,NN,hydroélectrique,JJ,DRV
hydroélectrique,JJ,électrique,JJ,QSYN
hydroélectrique,JJ,hydroélectricité,NN,DRV
impact,NN,répercussion,NN,QSYN
impact,NN,empreinte,NN,QSYN
impact,NN,conséquence,NN,QSYN
impact,NN,rétroaction,NN,QSYN
impact,NN,effet,NN,QSYN
impact,NN,incidence,NN,QSYN
impact,NN,influence,NN,QSYN
incendie,NN,événement,NN,HYP
incendie,NN,feu,NN,QSYN
incendie,NN,catastrophe,NN,HYP
incidence,NN,effet,NN,QSYN
incidence,NN,impact,NN,QSYN
incidence,NN,influence,NN,QSYN
incidence,NN,répercussion,NN,QSYN
incinérer,VV,incinération,NN,DRV
incinérer,VV,brûler,VV,QSYN
industrialisation,NN,développement,NN,QSYN
industrialisation,NN,urbanisation,NN,QSYN
industrialisation,NN,industrialiser,VV,DRV
industriel,JJ,naturel,JJ,ANTI
influence,NN,rétroaction,NN,QSYN
influence,NN,conséquence,NN,QSYN
influence,NN,répercussion,NN,QSYN
influence,NN,impact,NN,QSYN
influence,NN,empreinte,NN,QSYN
influence,NN,influencer,VV,DRV
influence,NN,effet,NN,QSYN
influencer,VV,influer,VV,QSYN
influencer,VV,infléchir,VV,QSYN
influencer,VV,influence,NN,DRV
influer,VV,influencer,VV,QSYN
influer,VV,influence,NN,DRV
influer,VV,peser,VV,QSYN
infrastructure,NN,rail,NN,HYP
infrastructure,NN,station,NN,HYP
infrastructure,NN,réseau,NN,QSYN
infrastructure,NN,route,NN,HYP
infrastructure,NN,ligne,NN,HYP
infrastructure,NN,voie,NN,HYP
infrastructure,NN,autoroute,NN,HYP
injecter,VV,injection,NN,DRV
injecter,VV,émettre,VV,QSYN
inondation,NN,phénomène,NN,HYP
inondation,NN,inonder,VV,DRV
inondation,NN,sécheresse,NN,ANTI
inonder,VV,inondation,NN,DRV
intense,JJ,violent,JJ,QSYN
intense,JJ,intensité,NN,DRV
intensification,NN,augmentation,NN,QSYN
intensification,NN,intensifier,VV,DRV
intensification,NN,amplification,NN,QSYN
intensifier,VV,aggraver,VV,QSYN
intensifier,VV,accélérer,VV,QSYN
intensifier,VV,augmenter,VV,QSYN
intensifier,VV,atténuer,VV,QSYN
intensifier,VV,amplifier,VV,QSYN
intensifier,VV,intensification,NN,DRV
intensité,NN,intense,JJ,DRV
inépuisable,JJ,renouvelable,JJ,QSYN
jetable,JJ,recyclable,JJ,ANTI
jeter,VV,recycler,VV,ANTI
jeter,VV,éliminer,VV,QSYN
jeter,VV,récupérer,VV,ANTI
kilomètre,NN,km,NN,QSYN
lac,NN,lacustre,JJ,DRV
lac,NN,mer,NN,QSYN
lac,NN,étang,NN,QSYN
lacustre,JJ,lac,NN,DRV
lacustre,JJ,marin,JJ,QSYN
lacustre,JJ,terrestre,JJ,ANTI
lacustre,JJ,fluvial,JJ,QSYN
libération,NN,absorption,NN,ANTI
libération,NN,émission,NN,QSYN
libération,NN,piégeage,NN,ANTI
libération,NN,libérer,VV,DRV
libérer,VV,absorber,VV,ANTI
libérer,VV,libération,NN,DRV
libérer,VV,émettre,VV,QSYN
libérer,VV,dégager,VV,QSYN
libérer,VV,piéger,VV,ANTI
ligne,NN,parcours,NN,QSYN
ligne,NN,itinéraire,NN,QSYN
ligne,NN,trajet,NN,QSYN
ligne,NN,infrastructure,NN,HYP
limiter,VV,réduire,VV,QSYN
limiter,VV,limite,NN,DRV
limiter,VV,restreindre,VV,QSYN
littoral,NN,côte,NN,QSYN
local,JJ,régional,JJ,QSYN
local,JJ,mondial,JJ,ANTI
local,JJ,global,JJ,ANTI
local,JJ,planétaire,JJ,ANTI
lourd,JJ,léger,JJ,ANTI
lutte,NN,lutter,VV,DRV
lutter,VV,lutte,NN,DRV
léger,JJ,lourd,JJ,ANTI
mangrove,NN,écosystème,NN,HYP
mangrove,NN,marais,NN,QSYN
manteau,NN,croûte,NN,QSYN
manteau,NN,couverture,NN,QSYN
marais,NN,zone,NN,HYP
marais,NN,tourbière,NN,QSYN
marais,NN,écosystème,NN,HYP
marais,NN,marécage,NN,QSYN
marais,NN,mangrove,NN,QSYN
marin,JJ,océanique,JJ,QSYN
marin,JJ,mer,NN,DRV
marin,JJ,aquatique,JJ,QSYN
matière,NN,substance,NN,QSYN
mer,NN,lac,NN,QSYN
mer,NN,océan,NN,QSYN
mer,NN,terre,NN,ANTI
mesurer,VV,mesure,NN,DRV
microclimat,NN,climat,NN,HYP
migrer,VV,migration,NN,DRV
migrer,VV,déplacer,VV,QSYN
milieu,NN,habitat,NN,QSYN
milieu,NN,biotope,NN,QSYN
milieu,NN,tourbière,NN,HYP
milieu,NN,environnement,NN,QSYN
mobilité,NN,déplacement,NN,QSYN
modal,JJ,mode,NN,DRV
mode,NN,moyen,NN,QSYN
mode,NN,modal,JJ,DRV
mode,NN,transports,NN,QSYN
modification,NN,changement,NN,QSYN
modification,NN,détérioration,NN,QSYN
modification,NN,modifier,VV,DRV
modification,NN,fluctuation,NN,QSYN
modifier,VV,changer,VV,QSYN
modifier,VV,modification,NN,DRV
modifier,VV,évoluer,VV,QSYN
modifier,VV,altérer,VV,QSYN
modèle,NN,simulation,NN,QSYN
modèle,NN,scénario,NN,QSYN
modèle,NN,formulation,NN,QSYN
modélisation,NN,modéliser,VV,DRV
